27.28,20.975
27.24,20.98
27.16,22.23
27.16,22.49
27.15,23.44
27.14,
27.12,
27.04,
26.99,
26.635,
26.14,
26.03,
26.01,
25.645,
24.96,
24.77,
24.745,
24.46,
24.34,
24.19,
23.835,
23.72,
23.11,
22.75,
22.22,
